location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex
Балашиха,2,18,2,60.0,8240000,-1,Вторичка,2 лоджии,-1,-1,"32,6 м²","12,9 м²",-1,Зеленая ,33,Жемчужина Балашихи
Балашиха,5,14,2,43.6,8200000,1987,Вторичка,1 балкон,Наземная,-1,27 м²,8 м²,"2,7 м", Пролетарская,5,0
Балашиха,16,18,2,47.0,8200000,2021,Вторичка,1 балкон,Наземная,-1,23 м²,"8,5 м²",3 м, Безымянная,2,0
Балашиха,11,12,2,51.0,8200000,-1,Вторичка,1 лоджия,Наземная,-1,30 м²,"8,4 м²",-1, Маяковского,13,0
Балашиха,4,6,2,64.9,8200000,2006,Вторичка,-1,-1,-1,"39,5 м²",10 м²,"2,5 м",шоссе Энтузиастов,вл2с286,0
Балашиха,5,5,2,48.3,8200000,1972,Вторичка,1 балкон,Наземная,-1,32 м²,5 м²,"2,7 м",0,7,0
Балашиха,3,5,2,41.0,8190000,1975,Вторичка,-1,-1,-1,23 м²,"6,2 м²",-1,шоссе Носовихинское,1,0
Балашиха,14,17,2,51.4,8200000,-1,Вторичка,1 балкон,-1,-1,"30,6 м²",10 м²,-1, Майкла Лунна,4,0
Балашиха,16,18,2,44.16,8200000,2021,Вторичка,1 лоджия,-1,-1,23 м²,"8,5 м²",3 м, Безымянная,2,0
Балашиха,4,4,2,52.5,8200000,2014,Вторичка,1 лоджия,Наземная,-1,"30,7 м²","8,3 м²","2,8 м", Мещера,5,0
Балашиха,3,3,2,54.2,8200000,2013,Вторичка,1 лоджия,Наземная,-1,"34,1 м²","8,8 м²","2,8 м", Мещера,4,0
Балашиха,1,5,2,57.4,8200000,1999,Вторичка,1 балкон,Наземная,-1,33 м²,10 м²,"2,75 м",Комсомольская ,5,0
Балашиха,11,16,2,48.8,8250000,1998,Вторичка,1 балкон,-1,-1,"27,7 м²",12 м²,-1, Октябрьская,27,0
Балашиха,15,16,2,55.0,8300000,1991,Вторичка,2 лоджии,Наземная,-1,29 м²,10 м²,"2,7 м", Объединения,5,0
Балашиха,9,9,2,50.3,8300000,1992,Вторичка,1 лоджия,-1,-1,31 м²,"8,8 м²","2,8 м", Луговая,2,0
Балашиха,10,25,2,56.57,8300000,Напишите автору,Вторичка,1 лоджия,-1,-1,"28,3 м²","10,1 м²","2,7 м", Яганова,12,Пехра
Балашиха,12,17,2,77.3,8300000,2019,Вторичка,2 балкона,Наземная,-1,44 м²,"27,4 м²","2,8 м", Соловьева,2,Леоновский парк
Балашиха,6,9,2,48.8,8300000,1987,Вторичка,1 лоджия,Наземная,-1,"29,3 м²","9,3 м²","2,65 м", Советская,2,0
Балашиха,9,10,2,64.0,8300000,2007,Вторичка,1 лоджия,Наземная,-1,35 м²,14 м²,-1, Детская,11к1,0
Балашиха,7,10,2,52.6,8300000,2004,Вторичка,1 лоджия,-1,-1,26 м²,19 м²,-1, Карбышева,3,0
Балашиха,5,17,2,61.0,8300000,2009,Вторичка,1 лоджия,Наземная,-1,"30,3 м²",12 м²,"2,9 м", 40 лет Победы,27,0
Балашиха,13,17,2,51.3,8300000,2016,Вторичка,1 лоджия,Наземная,-1,"30,6 м²","9,6 м²","2,7 м", Лесопарковая,18,0
Балашиха,4,17,2,54.4,8400000,2023,Вторичка,1 лоджия,Открытая,-1,"26,5 м²",11 м²,"2,8 м", Корнилаева,1,0
Балашиха,8,14,2,55.3,8400000,1999,Вторичка,1 лоджия,-1,-1,"35,8 м²","8,6 м²",-1, Октябрьская,25к1,0
Балашиха,2,19,2,59.0,8490000,2013,Вторичка,2 лоджии,Наземная,-1,35 м²,12 м²,"2,5 м",Балашихинское шоссе,20,Лесной городок
Балашиха,16,25,2,53.0,8400000,2024,Вторичка,1 лоджия,Наземная,-1,40 м²,8 м²,"2,7 м", Яганова,12,Пехра
Балашиха,10,10,2,54.6,8500000,2000,Вторичка,1 лоджия,Наземная,-1,27 м²,11 м²,"2,7 м",0,11,0
Балашиха,13,21,2,55.1,8500000,2022,Вторичка,1 лоджия,Наземная,-1,33 м²,10 м²,"2,8 м", Романычева,5,Новоград Павлино
Балашиха,6,20,2,61.2,8500000,2021,Вторичка,-1,Наземная,-1,30 м²,12 м²,"2,7 м", Бояринова,19,Новоград Павлино
Балашиха,14,16,2,31.5,8500000,2023,Вторичка,-1,-1,-1,10 м²,"16,5 м²","2,75 м", Реутовская,20,Измайловский лес
Балашиха,5,10,2,58.1,8500000,2002,Вторичка,1 лоджия,Наземная,-1,"33,5 м²",10 м²,"2,7 м", 40 лет Победы,5,0
Балашиха,9,9,2,42.2,8500000,1975,Вторичка,1 балкон,Наземная,-1,32 м²,"6,3 м²","2,65 м", Карла Маркса,4,0
Балашиха,11,17,2,61.5,8500000,-1,Вторичка,2 лоджии,Наземная,-1,35 м²,9 м²,"2,64 м", Саввинская,17Б,0
Балашиха,7,25,2,67.0,8500000,2006,Вторичка,2 лоджии,Наземная,-1,34 м²,14 м²,"2,8 м",Заречная ,31,0
Балашиха,18,19,2,66.0,8500000,-1,Вторичка,1 лоджия,-1,-1,37 м²,13 м²,-1,Московский проезд,11,"Балашиха, мкр. 25"
Балашиха,4,17,2,52.0,8500000,2006,Вторичка,1 балкон,Наземная,-1,"30,4 м²","9,7 м²","2,74 м", Твардовского,16,0
Балашиха,4,9,2,54.2,8500000,2004,Вторичка,1 балкон,-1,-1,"11,6 м²","25,7 м²",3 м,Заречная ,24,0
Балашиха,7,20,2,55.0,8600000,2022,Вторичка,1 балкон,Наземная,-1,32 м²,"11,6 м²","2,8 м",0,к21,0
Балашиха,9,26,2,59.0,8600000,Напишите автору,Вторичка,1 лоджия,Наземная,-1,"29,9 м²","10,4 м²","2,7 м", Яганова,8,Пехра
Балашиха,4,5,2,42.6,8550000,1976,Вторичка,-1,-1,-1,23 м²,"6,5 м²",-1,шоссе Носовихинское,3,0
Балашиха,10,17,2,60.0,8700000,2016,Вторичка,2 лоджии,Открытая,-1,29 м²,12 м²,"2,7 м", Брагина,3,Леоновский парк
Балашиха,7,20,2,60.0,8650000,2016,Вторичка,1 лоджия,Наземная,-1,32 м²,12 м²,"2,7 м", Шестая,13,Ольгино Парк
Балашиха,2,25,2,63.0,8650000,2014,Вторичка,1 лоджия,-1,-1,-1,12 м²,-1,проспект Героев,10,0
Балашиха,1,17,2,48.0,8698999,2019,Вторичка,-1,Открытая,-1,22 м²,11 м²,"2,8 м",бульвар Спасский,6,Столичный
Балашиха,14,17,2,50.9,8700000,2015,Вторичка,1 лоджия,-1,-1,"30,5 м²",10 м²,-1, Речная,6,Южное Кучино 2
Балашиха,13,16,2,60.0,8650000,2006,Вторичка,1 балкон,-1,-1,33 м²,12 м²,-1, Майкла Лунна,8,0
Балашиха,3,25,2,62.2,8899000,2015,Вторичка,3 балкона,Открытая,-1,32 м²,14 м²,"2,8 м", Строителей,3,Новое Измайлово
Балашиха,5,18,2,46.8,8800000,2019,Вторичка,1 лоджия,Наземная,-1,"21,8 м²","11,7 м²","2,7 м", Калинина,20,Столичный
Балашиха,9,27,2,51.9,8900000,-1,Вторичка,1 балкон,-1,-1,26 м²,11 м²,-1,проспект Ленина,82к2,Жемчужина Виктории
Балашиха,14,17,2,64.0,8900000,2010,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,34 м²,"12,8 м²","2,7 м", Юбилейная,28,0
Балашиха,17,18,2,53.7,8900000,2013,Вторичка,1 лоджия,Наземная,-1,"28,7 м²","9,1 м²","2,75 м", Маяковского,42,0
Балашиха,18,25,2,59.7,8990000,2013,Вторичка,1 лоджия,-1,-1,"40,7 м²",14 м²,"2,7 м",Балашихинское шоссе,12,Лесной городок
Балашиха,11,13,2,62.0,8999000,-1,Вторичка,1 балкон,-1,-1,"33,5 м²",9 м²,-1, Юбилейная,8,0
Балашиха,9,14,2,62.0,8999000,2014,Вторичка,2 лоджии,Открытая,-1,32 м²,13 м²,"2,7 м", Речная,14,Южное Кучино 2
Балашиха,13,13,2,43.1,8900000,Напишите автору,Вторичка,1 лоджия,Наземная,-1,20 м²,12 м²,-1, Ситникова,2,Новогиреевский
Балашиха,7,25,2,63.5,8900000,2013,Вторичка,1 лоджия,-1,-1,30 м²,"11,4 м²",-1,Балашихинское шоссе,16,0
Балашиха,14,20,2,63.9,8999999,-1,Вторичка,1 лоджия,-1,-1,35 м²,15 м²,-1,шоссе Косинское,5/7,Новоград Павлино
Балашиха,18,18,2,54.9,8950000,2012,Вторичка,1 балкон,-1,-1,"28,7 м²",9 м²,3 м, Маяковского,30,0
Балашиха,11,17,2,55.3,8990000,2008,Вторичка,1 лоджия,Наземная,-1,"25,8 м²","18,6 м²",-1, Флерова,4А,0
Балашиха,5,17,2,58.6,8900000,2014,Вторичка,-1,-1,-1,33 м²,13 м²,"2,74 м", Речная,16,Южное Кучино 2
Балашиха,3,17,2,52.0,9000000,2007,Вторичка,1 балкон,Наземная,-1,"30,5 м²","9,5 м²","2,74 м",0,31,Микрорайон 
Балашиха,1,25,2,54.3,9000000,2016,Вторичка,-1,Наземная,-1,30 м²,"10,7 м²","2,82 м", Некрасова,11Б,Новое Измайлово-2
Балашиха,12,25,2,64.1,9000000,2013,Вторичка,1 лоджия,Открытая,-1,"34,5 м²","12,8 м²","2,7 м", Демин луг,2,Новое Измайлово
Балашиха,17,22,2,58.0,9000000,-1,Вторичка,1 балкон,Открытая,-1,"30,5 м²","10,2 м²","2,8 м",шоссе Косинское,2,Новоград Павлино
Балашиха,6,17,2,60.1,9060000,2010,Вторичка,2 лоджии,Открытая,-1,34 м²,10 м²,"2,8 м", Кольцевая,14,Щитниково Янтарный
Балашиха,5,5,2,61.0,9000000,1952,Вторичка,1 балкон,-1,-1,39 м²,6 м²,3 м,Парковая ,7,0
Балашиха,13,25,2,50.0,9000000,-1,Вторичка,-1,-1,-1,-1,-1,-1, Яганова,12,Пехра
Балашиха,4,22,2,64.0,9000000,-1,Вторичка,2 лоджии,-1,-1,40 м²,12 м²,-1, Андрея Белого,2,0
Балашиха,13,17,2,64.0,9000000,2008,Вторичка,2 лоджии,Наземная,-1,"33,7 м²","12,9 м²","2,7 м",Зеленая ,34,0
Балашиха,5,25,2,71.3,9000000,2013,Вторичка,1 лоджия,Наземная,-1,39 м²,"9,6 м²","2,7 м", Демин луг,2,Новое Измайлово
Балашиха,16,19,2,58.6,9190000,-1,Вторичка,1 лоджия,-1,-1,31 м²,"12,7 м²",-1,Балашихинское шоссе,20,Лесной городок
Балашиха,10,17,2,64.0,9100000,2014,Вторичка,2 лоджии,Наземная,-1,46 м²,13 м²,"2,75 м", Речная,16,Южное Кучино 2
Балашиха,4,18,2,67.4,9100000,2014,Вторичка,1 балкон,-1,-1,33 м²,12 м²,"2,7 м", Соловьева,4,Леоновский парк
Балашиха,19,25,2,51.2,9100000,-1,Вторичка,1 лоджия,-1,-1,"24,8 м²",11 м²,-1, Яганова,3,Пехра
Балашиха,9,17,2,51.7,9100000,2006,Вторичка,1 балкон,Наземная,-1,"30,3 м²","9,8 м²","2,65 м", Твардовского,18,0
Балашиха,4,16,2,60.0,9100000,-1,Вторичка,1 лоджия,-1,-1,32 м²,12 м²,-1, 40 лет Победы,33,"Балашиха, мкр. 22"
Балашиха,5,10,2,66.0,9249000,2004,Вторичка,1 лоджия,Наземная,-1,"34,2 м²","14,7 м²","2,7 м", Карбышева,1,0
Балашиха,7,10,2,55.3,9200000,2000,Вторичка,1 лоджия,Наземная,-1,"33,2 м²","7,7 м²","2,7 м",0,11,0
Балашиха,14,17,2,58.0,9200000,2015,Вторичка,1 лоджия,Наземная,-1,"30,5 м²","15,1 м²",-1, Шестая,17,Ольгино Парк
Балашиха,4,10,2,52.3,9200000,2014,Вторичка,1 лоджия,Наземная,-1,"33,2 м²","7,6 м²","2,7 м",0,11,0
Балашиха,4,17,2,64.2,9200000,2015,Вторичка,2 лоджии,Наземная,-1,34 м²,13 м²,"2,75 м", Андрея Белого,2,0
Балашиха,13,23,2,58.0,9200000,-1,Вторичка,1 балкон,Открытая,-1,24 м²,22 м²,"2,7 м","Некрасовка от 25 минут (на электричке). В 2024 году планируется открытие МЦД-4 (наземное Метро). Расстояние до МКАДа - 12 км До Носовихинского шоссе - 7 км До Косинского шоссе - менее 1 км До ближайшего метро (Некрасовка) - 9 км

Звоните!",0,Новоград Павлино
Балашиха,10,17,2,70.0,9200000,-1,Вторичка,1 лоджия,Наземная,-1,"38,4 м²","11,7 м²",-1, Брагина,3,Леоновский парк
Балашиха,14,17,2,58.35,9200000,-1,Вторичка,1 лоджия,-1,-1,"30,6 м²","15,2 м²","2,8 м", Шестая,17,Ольгино Парк
Балашиха,17,25,2,54.0,9200000,2012,Вторичка,1 балкон,Наземная,-1,-1,16 м²,3 м,Заречная ,31,0
Балашиха,10,17,2,61.0,9200000,2008,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,32 м²,"11,6 м²","2,75 м",0,14,0
Балашиха,5,17,2,60.0,9300000,2005,Вторичка,1 лоджия,-1,-1,38 м²,14 м²,"2,8 м",Северный проезд,13,0
Балашиха,4,26,2,78.0,9300000,2013,Вторичка,2 лоджии,Наземная,-1,36 м²,13 м²,"2,8 м",бульвар Горенский,3,Новое Измайлово
Балашиха,15,16,2,66.5,9300000,2007,Вторичка,2 лоджии,Наземная,-1,"29,2 м²","11,6 м²","2,7 м", Автозаводская,4,0
Балашиха,12,17,2,60.1,9300000,2014,Вторичка,2 лоджии,Наземная,-1,35 м²,12 м²,"2,6 м", Речная,10,Южное Кучино 2
Балашиха,17,21,2,61.0,9250000,2019,Вторичка,-1,Наземная,-1,32 м²,16 м²,-1,проспект Героев,4,0
Балашиха,12,19,2,64.0,9300000,2014,Вторичка,2 лоджии,-1,-1,"46,1 м²","12,9 м²",-1, Речная,10,Южное Кучино 2
Балашиха,23,25,2,55.0,9250000,2022,Вторичка,1 лоджия,Наземная,-1,31 м²,"9,7 м²","2,7 м", Яганова,3,Пехра
Балашиха,6,9,2,51.6,9250000,-1,Вторичка,2 балкона,-1,-1,"29,7 м²",9 м²,-1,Солнечная ,6,0
Балашиха,16,17,2,54.0,9300000,2009,Вторичка,1 лоджия,-1,-1,-1,9 м²,"2,74 м", Кольцевая,4/2,Щитниково Янтарный
Балашиха,8,18,2,59.8,9300000,2013,Вторичка,2 балкона,Наземная,-1,"34,7 м²","10,6 м²","2,75 м", Саввинская,17,Саввинские пруды
Балашиха,3,17,2,60.1,9500000,-1,Вторичка,2 лоджии,Наземная,-1,"33,7 м²","12,9 м²","2,6 м",Зеленая ,34,0
Балашиха,15,27,2,79.0,9500000,-1,Вторичка,1 лоджия,Наземная,-1,-1,18 м²,3 м,0,29,Булганинский (Щитниковский лес)
Балашиха,12,14,2,53.0,9490000,1978,Вторичка,1 балкон,-1,-1,34 м²,8 м²,"2,7 м",шоссе Энтузиастов,78,0
Балашиха,25,25,2,54.4,9500000,2024,Вторичка,1 лоджия,Многоуровневая,-1,"29,7 м²","10,1 м²","2,7 м", Яганова,8,Пехра
Балашиха,9,25,2,49.33,9500000,Напишите автору,Вторичка,1 лоджия,-1,-1,"26,5 м²","10,1 м²","2,7 м", Яганова,12,Пехра
Балашиха,12,16,2,56.1,9499999,2004,Вторичка,1 лоджия,Наземная,-1,33 м²,12 м²,"2,75 м", Жилгородок,1,0
Балашиха,6,17,2,54.1,9500000,2023,Вторичка,1 балкон,-1,-1,27 м²,"11,1 м²","2,7 м", Корнилаева,1,0
Балашиха,11,16,2,51.5,9500000,-1,Вторичка,1 лоджия,-1,-1,"29,9 м²","10,5 м²",-1, Яганова,11,Пехра
Балашиха,15,17,2,60.0,9499000,2006,Вторичка,1 лоджия,-1,-1,"32,4 м²","13,1 м²","2,7 м", Юбилейная,4к4,0
Балашиха,7,25,2,52.0,9500000,2020,Вторичка,1 лоджия,Открытая,-1,38 м²,9 м²,"2,7 м", Яганова,9,Пехра
Балашиха,11,25,2,59.2,9500000,2014,Вторичка,1 лоджия,-1,-1,"30,5 м²",11 м²,-1,Балашихинское шоссе,10,Лесной городок
Балашиха,9,17,2,77.0,9500000,2012,Вторичка,1 лоджия,-1,-1,32 м²,13 м²,"2,7 м", Лесопарковая,3,0
Балашиха,8,14,2,62.0,9500000,2002,Вторичка,2 лоджии,Наземная,-1,34 м²,12 м²,"2,64 м", Колхозная,4,0
Балашиха,5,17,2,62.7,9500000,2006,Вторичка,1 лоджия,-1,-1,"31,8 м²","14,4 м²","2,7 м",Зеленая ,31,Твой Адрес Мечты
Балашиха,8,10,2,70.6,9500000,-1,Вторичка,3 лоджии,-1,-1,"31,5 м²","13,4 м²",-1, Текстильщиков,13,0
Балашиха,10,17,2,65.0,9600000,2003,Вторичка,1 балкон,-1,-1,44 м²,12 м²,"2,7 м",Солнечная ,21,0
Балашиха,9,9,3,61.0,7499990,1982,Вторичка,1 лоджия,Наземная,-1,37 м²,8 м²,-1, 40 лет Победы,17,0
Балашиха,8,17,3,63.6,12649404,2023,Новостройка,-1,-1,"Монолитный, кирпичный",-1,-1,-1, Безымянная,16,Столичный
Балашиха,2,9,3,66.0,7200000,-1,Вторичка,-1,-1,-1,46 м²,8 м²,-1, Пионерская,23,0
Балашиха,15,18,3,70.2,10990000,2013,Вторичка,1 лоджия,Открытая,-1,"43,6 м²",9 м²,"2,8 м", Маяковского,28,0
Балашиха,4,17,3,63.4,11099438,2023,Новостройка,-1,-1,"Монолитный, кирпичный",-1,-1,-1, Безымянная,16,Столичный
Балашиха,7,16,3,75.0,10849000,2004,Вторичка,1 лоджия,Наземная,-1,-1,11 м²,-1, Граничная,20,0
Балашиха,20,21,3,73.6,11000000,2013,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,39 м²,13 м²,"2,7 м", Рождественская,7,0
Балашиха,3,16,3,48.0,8774400,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к408,Героев
Балашиха,2,18,3,72.1,6990000,2014,Вторичка,1 балкон,Наземная,-1,40 м²,11 м²,-1, Соловьева,4,Леоновский парк
Балашиха,22,24,3,65.3,10900000,2010,Вторичка,1 балкон,-1,-1,"23,6 м²","11,9 м²","2,8 м",проезд Акуловский,6,Щитниково Янтарный
Балашиха,5,16,3,59.0,9569800,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к408,Героев
Балашиха,2,9,3,70.6,8500000,1994,Вторичка,1 лоджия,Наземная,-1,45 м²,10 м²,"2,8 м", Садовая,7к1,0
Балашиха,8,9,3,86.8,12750000,2011,Вторичка,3 лоджии,Наземная,-1,47 м²,12 м²,-1, Ситникова,8,Новое Измайлово
Балашиха,4,17,3,46.4,8885600,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к406с1,Героев
Балашиха,5,16,3,64.6,9850000,1989,Вторичка,1 лоджия,Наземная,-1,"38,9 м²",9 м²,"2,7 м",0,16,0
Балашиха,5,9,3,61.7,7900000,1974,Вторичка,1 лоджия,Наземная,-1,"38,1 м²","7,7 м²","2,65 м", Фадеева,9,0
Балашиха,16,16,3,59.6,9536000,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к408,Героев
Балашиха,11,17,3,81.5,9200000,-1,Вторичка,1 лоджия,-1,-1,48 м²,"10,5 м²",-1, Соловьева,4,Леоновский парк
Балашиха,6,20,3,61.2,8500000,2021,Вторичка,-1,Наземная,-1,"39,2 м²","6,1 м²","2,7 м", Бояринова,19,Новоград Павлино
Балашиха,3,17,3,50.1,9468900,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,75 м",0,4-й кв-л,Героев
Балашиха,4,17,3,89.0,11880000,2010,Вторичка,2 лоджии,Наземная,-1,52 м²,11 м²,"2,74 м", Кольцевая,8,Щитниково Янтарный
Балашиха,15,17,3,65.8,8590000,2020,Вторичка,1 лоджия,-1,-1,"47,8 м²","10,7 м²","2,7 м", Струве,11,Центр-2
Балашиха,17,17,3,58.9,9803905,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,4-й кв-л,Героев
Балашиха,11,17,3,74.8,16200000,-1,Вторичка,1 балкон,Наземная,-1,44 м²,11 м²,-1,проезд Мирской,7,0
Балашиха,3,5,3,61.0,6600000,1970,Вторичка,1 лоджия,Наземная,-1,44 м²,"6,5 м²","2,5 м", Пионерская,4,0
Балашиха,17,17,3,46.9,8920380,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к406с1,Героев
Балашиха,8,17,3,74.0,10999000,1995,Вторичка,2 лоджии,Наземная,-1,44 м²,10 м²,"2,75 м", Флерова,2А,0
Балашиха,8,9,3,55.0,6850000,-1,Вторичка,-1,-1,-1,-1,-1,-1, Свободы,1,0
Балашиха,15,16,3,51.6,9097080,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к408,Героев
Балашиха,9,14,3,73.3,13000000,1998,Вторичка,1 лоджия,Наземная,-1,"45,3 м²","8,3 м²",-1, Лесные Поляны,4,Лесные поляны
Балашиха,7,14,3,64.0,8700000,1988,Вторичка,1 балкон,-1,-1,-1,-1,"2,56 м",0,15,0
Балашиха,11,17,3,61.0,10284600,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,75 м",0,4-й кв-л,Героев
Балашиха,5,7,3,99.0,21500000,2010,Вторичка,1 лоджия,Наземная,-1,-1,20 м²,3 м,Заречная ,44,0
Балашиха,19,22,3,93.5,19999999,2013,Вторичка,1 балкон,Открытая,-1,"67,2 м²","13,3 м²","2,8 м", Некрасова,10,На Некрасова
Балашиха,15,16,3,48.7,8926710,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к408,Героев
Балашиха,13,17,3,89.9,13990000,2012,Вторичка,1 лоджия,Наземная,-1,"48,5 м²",12 м²,-1, Лукино,55а,20 Парковая
Балашиха,4,9,-1,62.3,1920000,1976,Вторичка,-1,Наземная,-1,"37,7 м²",6 м²,"2,64 м",Спортивная ,6,0
Балашиха,5,17,3,58.4,9837480,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,4-й кв-л,Героев
Балашиха,12,25,3,84.4,13590000,2012,Вторичка,1 балкон,Наземная,-1,44 м²,"15,2 м²","2,74 м",бульвар Горенский,1,Новое Измайлово
Балашиха,22,22,3,76.0,9800000,2012,Вторичка,1 лоджия,Многоуровневая,-1,43 м²,11 м²,"2,78 м", Летная,8/7,0
Балашиха,7,17,3,73.6,11300000,-1,Вторичка,2 лоджии,Наземная,-1,"42,6 м²","12,8 м²",-1, Жилгородок,2,0
Балашиха,6,9,3,64.0,7700000,1983,Вторичка,-1,-1,-1,-1,8 м²,"2,7 м", 40 лет Победы,13,0
Балашиха,5,12,3,113.0,21000000,2008,Вторичка,2 лоджии,-1,-1,"62,2 м²","17,3 м²","2,8 м", Пролетарская,7,0
Балашиха,4,10,3,59.9,8800000,1900,Вторичка,1 лоджия,Наземная,-1,42 м²,9 м²,-1, Советская,34,0
Балашиха,2,5,3,55.4,6500000,1979,Вторичка,2 балкона,Наземная,-1,"41,4 м²","5,7 м²","2,6 м", Луговая,8,0
Балашиха,5,20,3,72.8,12350000,2013,Вторичка,1 лоджия,Наземная,-1,46 м²,"11,8 м²","2,8 м", Центральная,43,0
Балашиха,2,17,3,71.0,10950000,2004,Вторичка,1 лоджия,Наземная,-1,42 м²,10 м²,"2,8 м", Граничная,12,0
Балашиха,5,10,3,86.7,10000000,2005,Вторичка,1 балкон,Наземная,-1,49 м²,"12,2 м²","2,7 м", Детская,9,0
Балашиха,1,9,3,73.7,11990000,1977,Вторичка,1 лоджия,Наземная,-1,"50,4 м²","8,8 м²","2,55 м", Советская,10,0
Балашиха,3,5,3,60.0,7000000,1960,Вторичка,-1,Наземная,-1,"43,5 м²",6 м²,-1, Белякова,12,0
Балашиха,4,5,3,93.5,13900000,1960,Вторичка,1 балкон,Наземная,-1,55 м²,8 м²,"3,1 м",Советская ,12,0
Балашиха,2,17,3,93.6,10800000,-1,Вторичка,1 лоджия,Открытая,-1,"52,4 м²","17,4 м²","2,8 м", Троицкая,2,Новое Павлино
Балашиха,18,22,3,87.3,19000000,-1,Вторичка,2 лоджии,-1,-1,-1,"13,3 м²",-1, Некрасова,8,0
Балашиха,5,5,3,61.0,6500000,-1,Вторичка,-1,-1,-1,-1,"6,5 м²",-1,шоссе Энтузиастов,65,0
Балашиха,5,19,3,81.5,10600000,2015,Вторичка,2 лоджии,Наземная,-1,50 м²,10 м²,"2,8 м", Троицкая,5,Новое Павлино
Балашиха,3,17,3,73.4,12500000,-1,Вторичка,2 лоджии,Открытая,-1,48 м²,"13,5 м²","2,7 м", Ситникова,4,Новогиреевский
Балашиха,4,4,3,102.9,16300000,2016,Вторичка,1 лоджия,Наземная,-1,"57,2 м²","36,2 м²","3,2 м", Соловьева,5к1,Леоновский парк
Балашиха,3,18,3,64.2,8600000,2016,Вторичка,2 балкона,Наземная,-1,42 м²,"13,1 м²","2,7 м",0,31,0
Балашиха,4,16,3,114.0,18900000,-1,Вторичка,1 лоджия,Наземная,-1,65 м²,13 м²,"2,8 м", Юбилейная,4к5,0
Балашиха,5,17,3,80.5,10300000,-1,Вторичка,1 лоджия,-1,-1,"49,1 м²",11 м²,-1, Третьяка,1,0
Балашиха,4,17,3,84.6,11900000,2007,Вторичка,2 балкона,-1,-1,"58,3 м²",13 м²,"2,74 м",0,31,Микрорайон 
Балашиха,2,9,3,63.0,9200000,1991,Вторичка,2 балкона,Наземная,-1,-1,14 м²,-1,Заречная ,9,0
Балашиха,8,9,3,62.6,8800000,1978,Вторичка,1 лоджия,Наземная,-1,"38,9 м²","6,7 м²","2,6 м", Твардовского,15,0
Балашиха,7,17,3,75.0,12000000,2007,Вторичка,-1,-1,-1,-1,-1,3 м, Твардовского,26,0
Балашиха,13,15,3,84.9,16000000,2020,Вторичка,-1,Многоуровневая,-1,"42,1 м²","18,8 м²","2,7 м", Реутовская,12,Измайловский лес
Балашиха,15,17,3,100.0,27000000,2013,Вторичка,1 лоджия,Подземная,-1,60 м²,20 м²,"2,8 м",проспект Ленина,32в,Акварели
Балашиха,6,14,3,63.5,9000000,1975,Вторичка,2 лоджии,Открытая,-1,43 м²,"9,3 м²","2,65 м", Юбилейная,1А,0
Балашиха,9,17,3,87.0,15499126,2013,Вторичка,-1,Подземная,-1,-1,10 м²,3 м,проспект Ленина,32г,Акварели
Балашиха,3,5,3,56.0,6590000,1962,Вторичка,1 балкон,Наземная,-1,43 м²,8 м²,-1,проспект Ленина,66,0
Балашиха,6,9,3,63.0,8400000,1986,Вторичка,1 лоджия,Наземная,-1,33 м²,"8,5 м²",-1,Солнечная ,12,0
Балашиха,13,25,3,82.2,12500000,2013,Вторичка,1 балкон,Наземная,-1,58 м²,"14,5 м²","2,7 м", Демин луг,2,Новое Измайлово
Балашиха,3,17,3,76.7,13500000,2007,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,"45,3 м²","12,8 м²","2,74 м",0,31,Микрорайон 
Балашиха,3,5,3,73.0,13899000,2018,Вторичка,-1,Наземная,-1,30 м²,35 м²,3 м, Черняховского,32,0
Балашиха,16,20,3,70.0,10700000,2015,Вторичка,-1,Наземная,-1,39 м²,12 м²,"2,8 м", Шестая,15,Ольгино Парк
Балашиха,3,22,3,73.0,9900000,2025,Новостройка,-1,-1,-1,39 м²,13 м²,-1,0,к6,Новоград Павлино
Балашиха,4,17,3,84.0,13500000,2007,Вторичка,2 лоджии,-1,-1,55 м²,10 м²,-1,0,31,Микрорайон 
