location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex
Москва,6,10,2,96.0,260000000,2014,Вторичка,-1,Подземная,-1,-1,16 м²,"3,4 м", Льва Толстого,23к1,Литератор
Москва,12,21,2,75.3,45839999,2024,Новостройка / Апартаменты,-1,-1,Монолитный,"29,6 м²",-1,"3,15 м", 1-я Ямского Поля,28С3,GloraX Premium Белорусская
Москва,5,17,2,49.0,36800000,2024,Новостройка,-1,Подземная,-1,"31,4 м²","3,8 м²",-1,Ленинский проспект,38,Lunar
Москва,40,49,2,61.89,28159950,2027,Новостройка,-1,-1,Монолитно-кирпичный,"25,5 м²",-1,"3,27 м",0,0,Тэйт ЖК
Москва,9,30,2,56.8,12973574,2025,Новостройка / Апартаменты,-1,-1,Монолитный,"23,9 м²",14 м²,3 м,0,1.1,Варшавские Ворота ЖК
Москва,11,16,2,68.0,19800000,1995,Вторичка,-1,Наземная,-1,38 м²,12 м²,"2,8 м",Матвеевская ,4К1,0
Москва,3,9,2,58.1,15500000,2017,Вторичка,-1,-1,-1,-1,"11,2 м²","2,75 м", Александры Монаховой,88к2,Бунинские луга
Москва,14,17,2,64.0,15750000,-1,Вторичка,2 балкона,-1,-1,"33,7 м²","12,9 м²",-1, Бориса Пастернака,49,0
Москва,5,16,2,95.0,85000000,-1,Вторичка,-1,Подземная,-1,45 м²,10 м²,-1,1-й Смоленский переулок,17,Новопесковский
Москва,3,5,2,44.5,13700000,1959,Вторичка,1 балкон,Наземная,-1,-1,6 м²,-1,1-й Амбулаторный проезд,5К1,0
Москва,6,17,2,61.0,13850000,2008,Вторичка,2 лоджии,-1,-1,33 м²,13 м²,-1, Солнечная,9,Град Московский
Москва,3,23,2,49.5,15800000,2021,Вторичка,-1,Подземная,-1,26 м²,12 м²,"3,2 м",2-й Грайвороновский проезд,44к2,Кварталы 21/19
Москва,7,25,2,73.0,18290000,2021,Вторичка,-1,Наземная,-1,29 м²,25 м²,"2,8 м", Анны Ахматовой,11к3,Городские истории (Рассказовка)
Москва,22,24,2,45.0,21000000,2020,Вторичка,1 лоджия,Подземная,-1,28 м²,15 м²,"2,8 м",Автозаводская ,23Бк2,Парк Легенд
Москва,13,14,2,68.0,21097000,2023,Новостройка / Апартаменты,-1,-1,-1,27 м²,"29,2 м²","2,8 м",Новоясеневский проспект,3В,Комплекс апартаментов LES
Москва,21,24,2,53.0,28888008,1967,Вторичка,-1,-1,-1,"33,1 м²",7 м²,-1, Новый Арбат,10,0
Москва,15,38,2,81.0,28900000,2024,Новостройка,-1,Подземная,-1,"52,9 м²",23 м²,"3,1 м",Шмитовский проезд,39к5,Headliner
Москва,41,51,2,58.61,33407700,2027,Новостройка,-1,Подземная,Монолитно-кирпичный,"20,4 м²","15,7 м²","3,1 м",2-й Хорошевский проезд,7С18,SEZAR CITY
Москва,16,78,2,62.0,42000000,2020,Вторичка / Апартаменты,-1,-1,-1,-1,-1,"3,9 м",1-й Красногвардейский проезд,22с2,NEVA TOWERS
Москва,6,20,2,49.5,54450000,2024,Новостройка / Апартаменты,-1,Подземная,-1,-1,-1,-1,Дружинниковская ,15,SkyView
Москва,4,6,2,156.0,77400000,1904,Вторичка,-1,Открытая,-1,-1,"15,8 м²","3,5 м", Малая Дмитровка,29С1,0
Москва,4,7,2,67.3,79000000,-1,Вторичка / Апартаменты,1 балкон,Наземная,-1,-1,15 м²,"3,3 м",Комсомольский проспект,42С2,Clerkenwell House
Москва,5,9,2,59.3,8200000,2024,Новостройка,1 лоджия,Подземная,-1,"31,7 м²","10,2 м²",-1, Луговая,0,Эдельвейс
Москва,2,12,2,35.9,8193000,2026,Новостройка,1 лоджия,-1,Монолитный,"22,1 м²","2,9 м²","2,85 м",0,0,"Новые Ватутинки, мкр. Заречный"
Москва,2,22,1,31.4,17903652,2025,Новостройка,-1,Подземная,Монолитный,-1,-1,3 м,Полковая ,1С12,PRIDE
Москва,5,6,1,43.0,26900000,-1,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,-1, 3-я Ямского Поля,9,Art Residence
Москва,5,10,1,40.4,28900000,-1,Вторичка,-1,Наземная,-1,"21,5 м²","8,2 м²",3 м,Кутузовский проспект,30,0
Москва,30,79,1,78.0,92880000,2019,Вторичка / Апартаменты,-1,Подземная,-1,50 м²,15 м²,-1,1-й Красногвардейский проезд,22с1,NEVA TOWERS
Москва,7,9,1,32.0,13950000,1962,Вторичка,1 балкон,Наземная,-1,"18,4 м²",6 м²,"2,64 м",Бутырская ,95,0
Москва,20,47,1,35.17,19097029,2027,Новостройка,-1,Подземная,Монолитный,-1,-1,3 м,0,0,Джойс ЖК
Москва,30,33,1,40.0,21900000,2024,Новостройка,-1,Подземная,-1,13 м²,15 м²,3 м,Дубининская ,59к8,Павелецкая Сити
Москва,1,5,1,15.0,4950000,1953,Вторичка / Апартаменты,-1,-1,-1,"7,6 м²","2,4 м²","3,2 м",Стрельбищенский переулок,22А,0
Москва,3,13,1,47.0,23876000,2025,Новостройка,1 балкон,Подземная,Монолитный,"14,3 м²",15 м²,6 м,Вивальди кв-л,0,Клубный Город на Реке Примавера ЖК
Москва,2,12,1,51.2,31300000,2022,Вторичка,-1,Подземная,-1,33 м²,5 м²,"3,1 м", Врубеля,4к1,Врубеля 4
Москва,3,17,1,38.0,13900000,2006,Вторичка,1 лоджия,Наземная,-1,19 м²,"7,3 м²","2,65 м",Вересковая ,1К1,0
Москва,2,23,1,56.0,59120000,2026,Новостройка,-1,Подземная,Монолитный,"17,3 м²","20,7 м²","3,43 м",0,0,Лайф Тайм ЖК
Москва,14,25,1,39.0,19480000,-1,Вторичка,-1,Подземная,-1,13 м²,15 м²,"3,3 м", Ротмистрова,2к2,0
Москва,5,9,1,32.7,7900000,1969,Вторичка,-1,Открытая,-1,18 м²,"6,7 м²","2,7 м",Ферганский проезд,7К1,0
Москва,5,34,1,38.6,23970600,2028,Новостройка,-1,Подземная,Монолитно-кирпичный,23 м²,"4,3 м²","3,25 м",проезд 4-й Сетуньский,10Ас2,hideOUT
Москва,10,19,1,60.0,27500000,-1,Вторичка,1 лоджия,Подземная,-1,25 м²,18 м²,3 м,проспект Маршала Жукова,76к2,0
Москва,9,9,1,36.9,8850000,1980,Вторичка,-1,-1,-1,-1,-1,"2,5 м", Верхние Поля,27С2,0
Москва,2,9,1,27.4,10921092,2026,Новостройка,-1,Подземная,"Монолитно-кирпичный, монолитный","16,2 м²",4 м²,3 м,Северный ао,0,Михалковский ЖК
Москва,10,34,1,64.4,51000000,2023,Вторичка / Апартаменты,-1,-1,-1,"41,7 м²",10 м²,"3,2 м",Поклонная ,9,Поклонная 9
Москва,3,12,1,39.0,9999000,1971,Вторичка,1 балкон,Открытая,-1,24 м²,"6,5 м²","2,51 м",2-я Пугачевская ,9К1,0
Москва,14,19,1,39.6,23760000,2024,Новостройка,-1,-1,Монолитный,"21,7 м²","12,9 м²","3,3 м", Ротмистрова,2,Театральный квартал
Москва,33,41,1,46.0,21000000,2024,Вторичка,-1,Подземная,-1,18 м²,23 м²,3 м,Шелепихинская набережная,34к5,Сердце Столицы
Москва,7,9,1,33.0,9380000,2021,Вторичка,1 лоджия,Наземная,-1,-1,10 м²,"2,7 м", Золотошвейная,3,0
Москва,3,13,1,37.3,11278100,2023,Новостройка,-1,Подземная,Монолитно-кирпичный,"12,3 м²","11,5 м²","3,1 м", 1-я Ватутинская,14к1,Russian Design District
Москва,18,22,1,43.2,19200000,2022,Вторичка / Апартаменты,-1,-1,-1,"8,6 м²","21,7 м²",3 м,Большой Волоколамский проезд,23,Комплекс апартаментов B’aires
Москва,22,22,1,16.0,8880000,1980,Вторичка / Апартаменты,-1,Наземная,-1,8 м²,3 м²,"2,65 м",Ленинский проспект,158,0
Москва,7,17,1,37.9,11700000,1991,Вторичка,1 балкон,Наземная,-1,"18,9 м²","8,4 м²","2,7 м",Люблинская ,124,0
Москва,13,64,1,32.5,14184249,2028,Новостройка,1 балкон,-1,Монолитный,"11,7 м²",-1,"2,7 м",0,0,Левел Звенигородская ЖК
Москва,4,20,1,76.13,32164925,2024,Новостройка,"1 лоджия, 1 балкон",Подземная,-1,"27,7 м²","21,3 м²","2,85 м",Автозаводская ,26,FORST
Москва,5,7,1,34.6,9000000,1978,Вторичка,1 балкон,-1,-1,18 м²,8 м²,-1,15-я Парковая ,54,0
Москва,5,9,1,34.1,10990000,1970,Вторичка,-1,Наземная,-1,"17,1 м²","8,1 м²","2,65 м",Чертановская ,29К2,0
Москва,2,28,1,37.44,12475981,2027,Новостройка,2 балкона,-1,Монолитно-кирпичный,"11,7 м²","11,6 м²","2,82 м",0,0,Аквилон Бисайд 2.0 ЖК
Москва,29,75,1,41.55,25742759,2026,Новостройка,-1,-1,Монолитный,-1,-1,"3,05 м",5-й Донской проезд,вл21к6,The Five
Москва,5,17,1,50.2,34900000,2024,Вторичка,-1,Подземная,-1,"16,1 м²","16,8 м²",-1,Ленинский проспект,38,Lunar
Москва,15,27,1,38.2,17031164,2024,Новостройка,-1,Подземная,"Панельный, монолитный",14 м²,"10,2 м²",3 м,0,0,Октябрьское Поле ЖК
Москва,12,23,1,32.11,6713382,2026,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","11,2 м²","10,6 м²","2,7 м",0,13,Эко Бунино ЖК
Москва,9,9,1,36.46,6715221,2025,Новостройка,-1,Открытая,Монолитно-кирпичный,"24,2 м²","3,9 м²","2,78 м",0,к3,Подольские Кварталы ЖК
Москва,10,23,1,27.7,6923466,2026,Новостройка,-1,Наземная,Монолитно-кирпичный,"10,8 м²","11,5 м²","2,7 м",0,0,Детали ЖК
Москва,9,9,1,34.27,7233334,2026,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","15,3 м²","11,5 м²","2,7 м",0,к33,Новое Внуково ЖК
Москва,1,3,1,45.9,7435800,2023,Новостройка,-1,-1,-1,-1,-1,-1, Генерала Донскова,29к5,Борисоглебское
Москва,2,3,1,45.5,7371000,2023,Новостройка,-1,-1,-1,-1,-1,-1, Генерала Донскова,27к5,Борисоглебское
Москва,2,16,1,30.1,7570373,2026,Новостройка,-1,-1,Монолитный,-1,-1,"5,2 м", Лесные Поляны 5-я,0,Смарт Гарден ЖК
Москва,10,22,1,36.28,7726475,2026,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный",12 м²,"13,5 м²","2,7 м",0,14.2,Эко Бунино ЖК
Москва,6,9,1,36.15,7831355,2026,Новостройка,1 балкон,Открытая,"Монолитно-кирпичный, монолитный","11,3 м²","10,2 м²","2,7 м",0,к31,Новое Внуково ЖК
Москва,3,9,1,33.9,7903030,2026,Новостройка,"1 лоджия, 1 балкон",-1,Монолитно-кирпичный,"12,9 м²","9,9 м²","2,95 м",0,1.2,Родные кварталы ЖК
Москва,9,9,1,38.28,8099436,2025,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","25,4 м²","4,3 м²","2,7 м",0,к30,Новое Внуково ЖК
Москва,11,17,1,38.14,8231415,2025,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,5 м²","19,3 м²",3 м,0,к2,Квартал Марьино ЖК
Москва,16,16,1,38.2,8254881,2024,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,4 м²","11,3 м²","2,72 м",0,к3,Цветочные Поляны
Москва,2,16,1,38.6,8275112,2024,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,5 м²","11,3 м²","2,72 м",0,4-5,Цветочные Поляны
Москва,6,17,1,40.0,8318880,2025,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,3 м²","21,3 м²",3 м,0,к1,Квартал Марьино ЖК
Москва,6,14,1,34.8,8509643,2026,Новостройка / Апартаменты,-1,Открытая,Панельный,"11,4 м²","14,8 м²","2,63 м",к3.5,к3.5,Большая Академическая 85 ЖК
Москва,3,11,1,40.9,8645810,2026,Новостройка,-1,Открытая,"Панельный, монолитный","9,5 м²","17,1 м²","2,62 м",0,0,Никольские Луга ЖК
Москва,5,12,1,41.5,8740367,2025,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,11 м²,"21,4 м²",3 м,0,к1,Квартал Марьино ЖК
Москва,6,9,1,34.3,8829314,2026,Новостройка,"1 лоджия, 1 балкон",-1,Монолитно-кирпичный,"12,8 м²","8,9 м²","2,95 м",0,3.1,Родные кварталы ЖК
Москва,5,11,1,40.2,8961424,2026,Новостройка,1 балкон,Открытая,"Панельный, монолитный","10,2 м²","18,2 м²","2,62 м",0,0,Никольские Луга ЖК
Москва,10,23,1,40.7,8950838,2025,Новостройка / Апартаменты,-1,Открытая,Монолитно-кирпичный,"14,4 м²","13,4 м²","2,6 м",0,к2.3,Тропарево Парк
Москва,9,15,1,37.2,9083057,2026,Новостройка,"1 лоджия, 1 балкон",-1,"Монолитно-кирпичный, монолитный","14,1 м²","13,4 м²","2,89 м",0,18.2.4,Скандинавия ЖК
Москва,11,23,1,41.87,9123111,2025,Новостройка / Апартаменты,-1,Открытая,Монолитно-кирпичный,13 м²,"16,4 м²","2,6 м",0,к2.3,Тропарево Парк
Москва,8,9,1,56.0,9200000,2018,Вторичка,1 балкон,Наземная,-1,"20,1 м²",23 м²,"2,8 м", Семена Гордого,1,0
Москва,2,25,1,38.9,9326430,2026,Новостройка,1 балкон,Открытая,Панельный,9 м²,"16,5 м²","2,62 м",Зеленоград,6.4,Зелёный парк
Москва,8,27,1,33.0,9500000,2012,Вторичка,-1,-1,-1,16 м²,10 м²,"2,8 м",0,7,0
Москва,23,32,1,31.1,9590866,2027,Новостройка,-1,Открытая,Монолитный,"7,1 м²",19 м²,"2,62 м",0,0,Бусиновский Парк ЖК
Москва,9,10,1,38.3,9700000,2007,Вторичка,1 лоджия,Наземная,-1,"17,9 м²","8,7 м²","2,8 м",Остафьевская ,8к2,0
Москва,14,20,1,30.6,9662241,2024,Новостройка,-1,Наземная,"Панельный, монолитный","9,5 м²",-1,"2,7 м",0,к2,Город-парк Первый Московский
Москва,4,17,1,35.0,9912991,2027,Новостройка,-1,Многоуровневая,"Панельный, монолитный","13,1 м²",-1,-1,0,0,Переделкино Ближнее Город-парк
