location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex,price_per_meter
Москва,8,19,3,67.9,12225117.0,2025,Новостройка,"1 лоджия, 1 балкон",-1,-1,"42,6 м²","18,3 м²","2,8 м",0,9.1,Бунинские Кварталы ЖК,180046
Москва,13,14,3,54.3,12634000.0,2026,Новостройка,"1 лоджия, 1 балкон",-1,Монолитный,34 м²,"3,8 м²","2,85 м",0,0,"Новые Ватутинки, мкр. Заречный",232670
Москва,6,9,3,63.1,13420120.0,2024,Новостройка,"1 лоджия, 1 балкон",-1,-1,"24,3 м²","19,2 м²","2,99 м",0,к2.3,Бунинские Кварталы ЖК,212680
Москва,2,23,3,79.1,14144694.0,2026,Новостройка,-1,Наземная,Монолитно-кирпичный,"40,4 м²","16,2 м²","2,7 м",0,0,Детали ЖК,178820
Москва,2,8,3,67.6,14845433.0,2025,Новостройка,"1 лоджия, 1 балкон",-1,-1,"40,9 м²","21,7 м²","3,1 м",0,6.1,Бунинские Кварталы ЖК,219607
Москва,2,9,3,78.86,15172403.0,2025,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,"41,4 м²","12,5 м²","2,8 м",0,15,Алхимово ЖК,192397
Москва,11,11,3,77.5,16193792.0,2025,Новостройка,1 лоджия,-1,-1,"38,7 м²","15,4 м²","2,8 м",0,0,Дзен-кварталы ЖК,208952
Москва,12,17,2,71.0,17900000.0,2022,Вторичка,-1,Многоуровневая,-1,40 м²,17 м²,3 м, Никитина,11к4,0,252113
Москва,13,22,2,60.6,21399999.0,2010,Вторичка,1 балкон,-1,-1,-1,"10,4 м²",-1,Фестивальная ,41к3,0,353135
Москва,3,9,2,45.0,15250000.0,1968,Вторичка,1 балкон,Наземная,-1,-1,6 м²,"2,64 м", Героев Панфиловцев,1К1,0,338889
Москва,4,26,2,55.5,19288526.0,2025,Новостройка,-1,Подземная,Монолитный,"25,9 м²","21,8 м²","2,85 м",0,0,Семеновский Парк 2 ЖК,347541
Москва,9,30,2,56.8,12973574.0,2025,Новостройка / Апартаменты,-1,-1,Монолитный,"23,9 м²",14 м²,3 м,0,1.1,Варшавские Ворота ЖК,228408
Москва,11,16,2,68.0,19800000.0,1995,Вторичка,-1,Наземная,-1,38 м²,12 м²,"2,8 м",Матвеевская ,4К1,0,291176
Москва,3,9,2,58.1,15500000.0,2017,Вторичка,-1,-1,-1,-1,"11,2 м²","2,75 м", Александры Монаховой,88к2,Бунинские луга,266781
Москва,14,17,2,64.0,15750000.0,-1,Вторичка,2 балкона,-1,-1,"33,7 м²","12,9 м²",-1, Бориса Пастернака,49,0,246094
Москва,3,5,2,44.5,13700000.0,1959,Вторичка,1 балкон,Наземная,-1,-1,6 м²,-1,1-й Амбулаторный проезд,5К1,0,307865
Москва,6,17,2,61.0,13850000.0,2008,Вторичка,2 лоджии,-1,-1,33 м²,13 м²,-1, Солнечная,9,Град Московский,227049
Москва,3,23,2,49.5,15800000.0,2021,Вторичка,-1,Подземная,-1,26 м²,12 м²,"3,2 м",2-й Грайвороновский проезд,44к2,Кварталы 21/19,319192
Москва,7,25,2,73.0,18290000.0,2021,Вторичка,-1,Наземная,-1,29 м²,25 м²,"2,8 м", Анны Ахматовой,11к3,Городские истории (Рассказовка),250548
Москва,13,14,2,68.0,21097000.0,2023,Новостройка / Апартаменты,-1,-1,-1,27 м²,"29,2 м²","2,8 м",Новоясеневский проспект,3В,Комплекс апартаментов LES,310250
Москва,15,38,2,81.0,28900000.0,2024,Новостройка,-1,Подземная,-1,"52,9 м²",23 м²,"3,1 м",Шмитовский проезд,39к5,Headliner,356790
Москва,5,9,2,59.3,8200000.0,2024,Новостройка,1 лоджия,Подземная,-1,"31,7 м²","10,2 м²",-1, Луговая,0,Эдельвейс,138280
Москва,2,12,2,35.9,8193000.0,2026,Новостройка,1 лоджия,-1,Монолитный,"22,1 м²","2,9 м²","2,85 м",0,0,"Новые Ватутинки, мкр. Заречный",228217
Москва,1,5,1,15.0,4950000.0,1953,Вторичка / Апартаменты,-1,-1,-1,"7,6 м²","2,4 м²","3,2 м",Стрельбищенский переулок,22А,0,330000
Москва,5,9,1,32.7,7900000.0,1969,Вторичка,-1,Открытая,-1,18 м²,"6,7 м²","2,7 м",Ферганский проезд,7К1,0,241590
Москва,9,9,1,36.9,8850000.0,1980,Вторичка,-1,-1,-1,-1,-1,"2,5 м", Верхние Поля,27С2,0,239837
Москва,3,12,1,39.0,9999000.0,1971,Вторичка,1 балкон,Открытая,-1,24 м²,"6,5 м²","2,51 м",2-я Пугачевская ,9К1,0,256385
Москва,7,9,1,33.0,9380000.0,2021,Вторичка,1 лоджия,Наземная,-1,-1,10 м²,"2,7 м", Золотошвейная,3,0,284242
Москва,3,13,1,37.3,11278100.0,2023,Новостройка,-1,Подземная,Монолитно-кирпичный,"12,3 м²","11,5 м²","3,1 м", 1-я Ватутинская,14к1,Russian Design District,302362
Москва,7,17,1,37.9,11700000.0,1991,Вторичка,1 балкон,Наземная,-1,"18,9 м²","8,4 м²","2,7 м",Люблинская ,124,0,308707
Москва,5,7,1,34.6,9000000.0,1978,Вторичка,1 балкон,-1,-1,18 м²,8 м²,-1,15-я Парковая ,54,0,260116
Москва,5,9,1,34.1,10990000.0,1970,Вторичка,-1,Наземная,-1,"17,1 м²","8,1 м²","2,65 м",Чертановская ,29К2,0,322287
Москва,2,28,1,37.44,12475981.0,2027,Новостройка,2 балкона,-1,Монолитно-кирпичный,"11,7 м²","11,6 м²","2,82 м",0,0,Аквилон Бисайд 2.0 ЖК,333226
Москва,12,23,1,32.11,6713382.0,2026,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","11,2 м²","10,6 м²","2,7 м",0,13,Эко Бунино ЖК,209074
Москва,9,9,1,36.46,6715221.0,2025,Новостройка,-1,Открытая,Монолитно-кирпичный,"24,2 м²","3,9 м²","2,78 м",0,к3,Подольские Кварталы ЖК,184180
Москва,10,23,1,27.7,6923466.0,2026,Новостройка,-1,Наземная,Монолитно-кирпичный,"10,8 м²","11,5 м²","2,7 м",0,0,Детали ЖК,249945
Москва,9,9,1,34.27,7233334.0,2026,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","15,3 м²","11,5 м²","2,7 м",0,к33,Новое Внуково ЖК,211069
Москва,1,3,1,45.9,7435800.0,2023,Новостройка,-1,-1,-1,-1,-1,-1, Генерала Донскова,29к5,Борисоглебское,162000
Москва,2,3,1,45.5,7371000.0,2023,Новостройка,-1,-1,-1,-1,-1,-1, Генерала Донскова,27к5,Борисоглебское,162000
Москва,2,16,1,30.1,7570373.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"5,2 м", Лесные Поляны 5-я,0,Смарт Гарден ЖК,251507
Москва,10,22,1,36.28,7726475.0,2026,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный",12 м²,"13,5 м²","2,7 м",0,14.2,Эко Бунино ЖК,212968
Москва,6,9,1,36.15,7831355.0,2026,Новостройка,1 балкон,Открытая,"Монолитно-кирпичный, монолитный","11,3 м²","10,2 м²","2,7 м",0,к31,Новое Внуково ЖК,216635
Москва,3,9,1,33.9,7903030.0,2026,Новостройка,"1 лоджия, 1 балкон",-1,Монолитно-кирпичный,"12,9 м²","9,9 м²","2,95 м",0,1.2,Родные кварталы ЖК,233128
Москва,9,9,1,38.28,8099436.0,2025,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","25,4 м²","4,3 м²","2,7 м",0,к30,Новое Внуково ЖК,211584
Москва,11,17,1,38.14,8231415.0,2025,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,5 м²","19,3 м²",3 м,0,к2,Квартал Марьино ЖК,215821
Москва,16,16,1,38.2,8254881.0,2024,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,4 м²","11,3 м²","2,72 м",0,к3,Цветочные Поляны,216096
Москва,2,16,1,38.6,8275112.0,2024,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,5 м²","11,3 м²","2,72 м",0,4-5,Цветочные Поляны,214381
Москва,6,17,1,40.0,8318880.0,2025,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,3 м²","21,3 м²",3 м,0,к1,Квартал Марьино ЖК,207972
Москва,6,14,1,34.8,8509643.0,2026,Новостройка / Апартаменты,-1,Открытая,Панельный,"11,4 м²","14,8 м²","2,63 м",к3.5,к3.5,Большая Академическая 85 ЖК,244530
Москва,3,11,1,40.9,8645810.0,2026,Новостройка,-1,Открытая,"Панельный, монолитный","9,5 м²","17,1 м²","2,62 м",0,0,Никольские Луга ЖК,211389
Москва,5,12,1,41.5,8740367.0,2025,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,11 м²,"21,4 м²",3 м,0,к1,Квартал Марьино ЖК,210611
Москва,6,9,1,34.3,8829314.0,2026,Новостройка,"1 лоджия, 1 балкон",-1,Монолитно-кирпичный,"12,8 м²","8,9 м²","2,95 м",0,3.1,Родные кварталы ЖК,257414
Москва,5,11,1,40.2,8961424.0,2026,Новостройка,1 балкон,Открытая,"Панельный, монолитный","10,2 м²","18,2 м²","2,62 м",0,0,Никольские Луга ЖК,222921
Москва,10,23,1,40.7,8950838.0,2025,Новостройка / Апартаменты,-1,Открытая,Монолитно-кирпичный,"14,4 м²","13,4 м²","2,6 м",0,к2.3,Тропарево Парк,219922
Москва,9,15,1,37.2,9083057.0,2026,Новостройка,"1 лоджия, 1 балкон",-1,"Монолитно-кирпичный, монолитный","14,1 м²","13,4 м²","2,89 м",0,18.2.4,Скандинавия ЖК,244168
Москва,11,23,1,41.87,9123111.0,2025,Новостройка / Апартаменты,-1,Открытая,Монолитно-кирпичный,13 м²,"16,4 м²","2,6 м",0,к2.3,Тропарево Парк,217891
Москва,8,9,1,56.0,9200000.0,2018,Вторичка,1 балкон,Наземная,-1,"20,1 м²",23 м²,"2,8 м", Семена Гордого,1,0,164286
Москва,2,25,1,38.9,9326430.0,2026,Новостройка,1 балкон,Открытая,Панельный,9 м²,"16,5 м²","2,62 м",Зеленоград,6.4,Зелёный парк,239754
Москва,8,27,1,33.0,9500000.0,2012,Вторичка,-1,-1,-1,16 м²,10 м²,"2,8 м",0,7,0,287879
Москва,23,32,1,31.1,9590866.0,2027,Новостройка,-1,Открытая,Монолитный,"7,1 м²",19 м²,"2,62 м",0,0,Бусиновский Парк ЖК,308388
Москва,9,10,1,38.3,9700000.0,2007,Вторичка,1 лоджия,Наземная,-1,"17,9 м²","8,7 м²","2,8 м",Остафьевская ,8к2,0,253264
Москва,14,20,1,30.6,9662241.0,2024,Новостройка,-1,Наземная,"Панельный, монолитный","9,5 м²",-1,"2,7 м",0,к2,Город-парк Первый Московский,315760
Москва,4,17,1,35.0,9912991.0,2027,Новостройка,-1,Многоуровневая,"Панельный, монолитный","13,1 м²",-1,-1,0,0,Переделкино Ближнее Город-парк,283228
Москва,5,5,1,35.83,9899895.0,2024,Новостройка,-1,Открытая,Монолитно-кирпичный,"10,8 м²","9,8 м²",3 м,0,к2,Квартал Западный ЖК,276302
Москва,2,16,1,38.9,10025043.0,2025,Новостройка,"1 лоджия, 1 балкон",-1,-1,"15,2 м²","10,8 м²","2,87 м",0,3.3,Дзен-кварталы ЖК,257713
Москва,2,5,1,43.9,10141321.0,2024,Новостройка,-1,Открытая,Монолитно-кирпичный,"14,4 м²","18,5 м²",3 м,0,3,Квартал Западный ЖК,231010
Москва,19,19,1,34.2,10231990.0,2025,Новостройка,-1,Открытая,Монолитный,"10,1 м²",16 м²,"2,68 м",Северо-Западный ао,2.4,Митинский Лес ЖК,299181
Москва,4,21,1,37.8,10441646.0,2026,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,"11,7 м²",12 м²,"3,15 м",0,к1,Квартал Герцена ЖК,276234
Москва,5,9,1,33.0,10400000.0,1964,Вторичка,1 балкон,Наземная,-1,"21,3 м²",6 м²,"2,64 м",Зеленодольская ,28К1,0,315152
Москва,10,13,1,36.9,10488345.0,2025,Новостройка,"1 лоджия, 1 балкон",-1,"Монолитно-кирпичный, монолитный","13,9 м²","10,7 м²","2,8 м",0,к11.2.1,Прокшино ЖК,284237
Москва,3,30,1,42.8,10571600.0,2027,Новостройка,-1,Подземная,-1,-1,16 м²,"3,2 м",0,0,Новые Смыслы ЖК,247000
Москва,7,14,1,44.96,10687362.0,2025,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный",14 м²,"18,3 м²","2,8 м",0,к17,Остафьево ЖК,237708
Москва,25,25,1,41.3,10896151.0,2022,Новостройка,-1,-1,"Панельный, монолитный",-1,-1,-1, Липчанского,10,Некрасовка,263829
Москва,18,20,1,48.6,10974888.0,2027,Новостройка,-1,Наземная,"Панельный, монолитный","16,8 м²",-1,"2,73 м",0,3,Город-парк Первый Московский,225821
Москва,8,25,1,43.66,11052529.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,3 м,Юго-Восточный ао,к8,Светлый Мир Станция Л ЖК,253150
Москва,2,45,1,35.9,11065313.0,2027,Новостройка,-1,Открытая,Монолитный,"11,3 м²","16,1 м²","2,63 м",0,1.4,Полар ЖК,308226
Москва,12,17,1,38.8,11100000.0,1987,Вторичка,1 лоджия,Наземная,-1,20 м²,"8,5 м²","2,64 м",Городецкая ,9К1,0,286082
Москва,3,37,1,36.6,11272433.0,2027,Новостройка,-1,Открытая,Монолитный,"13,2 м²",-1,"2,66 м",0,1.1,Москворечье ЖК,307990
Москва,7,28,1,38.7,11377800.0,2025,Новостройка / Апартаменты,-1,-1,Монолитный,-1,"13,2 м²",3 м,Отрадная ,4А,Малевич,294000
Яхрома,4,5,1,48.0,6300000.0,2006,Вторичка,1 балкон,Наземная,-1,-1,7 м²,"2,6 м",Парковая ,6,0,131250
Яхрома,3,9,1,51.9,4700000.0,2013,Вторичка,1 лоджия,-1,-1,17 м²,19 м²,"2,8 м", Бусалова,15,На Бусалова,90559
Яхрома,2,2,1,29.9,2610000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Большевистская ,4,0,87291
Яхрома,2,4,1,37.4,3599000.0,-1,Вторичка,-1,-1,-1,20 м²,8 м²,3 м, Кирьянова,32,0,96230
Яхрома,3,3,1,37.0,5000000.0,-1,Вторичка,-1,Наземная,-1,-1,10 м²,"3,09 м", Ленина,2,0,135135
Яхрома,2,5,1,33.6,5300000.0,2006,Вторичка,-1,Наземная,-1,"18,7 м²","8,6 м²","2,6 м",Парковая ,6,0,157738
Яхрома,4,5,1,34.2,3970000.0,2018,Вторичка,1 лоджия,Наземная,-1,16 м²,10 м²,"2,8 м",0,0,0,116082
Яхрома,5,5,1,28.4,3200000.0,1978,Вторичка,1 балкон,-1,-1,"15,1 м²","6,7 м²",-1,Большевистская ,23,0,112676
Яхрома,9,9,1,40.0,3800000.0,1988,Вторичка,1 балкон,Наземная,-1,-1,6 м²,-1,0,0,0,95000
Яхрома,5,5,1,31.5,4200000.0,1974,Вторичка,1 балкон,Наземная,-1,"16,5 м²","6,1 м²","2,5 м", Бусалова,11а,0,133333
Яхрома,5,5,1,28.9,3800000.0,1978,Вторичка,1 балкон,Наземная,-1,17 м²,6 м²,"2,6 м",Большевистская ,23,0,131488
Яхрома,3,9,1,39.6,4000000.0,2013,Вторичка,-1,-1,-1,"17,5 м²",10 м²,"2,8 м", Конярова,7,0,101010
Яхрома,3,5,1,42.0,5350000.0,-1,Вторичка,1 лоджия,Наземная,-1,19 м²,9 м²,-1, Бусалова,10,На Бусалова,127381
Яхрома,5,5,1,20.9,3100000.0,-1,Вторичка,-1,-1,-1,"11,1 м²","4,8 м²",-1, Ленина,5,0,148325
Яхрома,3,9,1,51.2,4500000.0,2013,Вторичка,1 балкон,Наземная,-1,24 м²,15 м²,"2,65 м", Бусалова,15,На Бусалова,87891
Яхрома,3,5,1,21.1,2950000.0,-1,Вторичка,-1,Наземная,-1,-1,5 м²,-1, Ленина,5,0,139810
Яхрома,3,4,1,38.0,4500000.0,-1,Вторичка,-1,Наземная,-1,20 м²,9 м²,-1, Кирьянова,32,0,118421
Яхрома,8,10,1,39.9,4950000.0,2013,Вторичка,1 лоджия,Наземная,-1,"17,6 м²","9,5 м²","2,7 м", Конярова,7А,0,124060
Яхрома,4,5,1,28.6,4150000.0,1978,Вторичка,1 балкон,Наземная,-1,"16,6 м²",7 м²,"2,6 м", Ленина,0,0,145105
Яхрома,2,9,1,41.0,5500000.0,2013,Вторичка,1 лоджия,Наземная,-1,20 м²,12 м²,"2,8 м", Конярова,7,0,134146
Яхрома,8,9,1,38.1,5275000.0,2013,Вторичка,1 лоджия,Наземная,-1,-1,"8,2 м²","2,8 м", Конярова,7,0,138451
Яхрома,2,6,1,40.2,4990000.0,2019,Вторичка,1 лоджия,Наземная,-1,19 м²,"9,1 м²","2,8 м", Бусалова,10,На Бусалова,124129
Яхрома,4,5,1,28.6,4150000.0,1972,Вторичка,1 балкон,-1,-1,15 м²,"6,3 м²",-1, Ленина,16,0,145105
Яхрома,11,15,1,17.63,4511517.0,2026,Новостройка,-1,-1,Монолитно-кирпичный,7 м²,"3,5 м²",-1,0,0,Публицист ЖК,255900
Яхромаа,2,2,1,30.7,1150000.0,-1,Вторичка,1 балкон,-1,-1,"18,3 м²","6,1 м²","2,55 м", Пролетарская,4,0,37459
Яхромаа,4,5,1,29.65,1186000.0,2020,Новостройка,-1,-1,-1,-1,-1,"2,55 м",0,0,"мкр. Южный, дом 7",40000
Яхромаа,5,5,1,40.4,1699900.0,Напишите автору,Вторичка,1 лоджия,-1,-1,"14,7 м²",9 м²,"2,75 м",переулок Колхозный,22,0,42077
